X,HN,APOE,ID,Treatment,Genotype,Sex,Age,Age_Cat,Diet,Stage,Trial,Distance,Time.freezing,Time.mobile,Object1_head.entries,Object1_head.time,Obj1_RI,Object1_latency.to.first.entry,Object1_time.mobile,Object1_time.immobile,Object1...in.zone.oriented.to.centre,Object1_time.freezing,Object2_head.entries,Object2_head.time,Obj2_RI,Object2_latency.to.first.entry,Object2_time.mobile,Object2_time.immobile,Object2...in.zone.oriented.to.centre,Object2_time.freezing,Object3_head.entries,Object3.headtime,Object3_latency.to.first.entry,Object3...in.zone.oriented.to.centre,Object4_head.entries,Object4.headtime,Object4_latency.to.first.entry,Object4...in.zone.oriented.to.centre,Outerzone_head.entries,Outerzone.headtime,Outerzone.distance,Outerzone_latency.to.first.entry,Outerzone_average.speed,Outerzone_time.mobile,Outerzone_time.immobile,Outerzone_time.freezing,Centerzone_head.entries,Centerzone_head.time,Centerzone_distance,Centerzone_latency.to.first.entry,Centerzone_average.speed,Centerzone_time.mobile,Centerzone_time.immobile,Centerzone.time.freezing,Object1Center...head.time.oriented.towards,Object2Center...head.time.oriented.towards,Total_time,Tracked_time,Percentage_time_center,Percentage_time_outerzone
5749,1,APOE3,220207-14,E3HN_F_18moHFD,E3HN,Female,18,Old,HFD,Day5_NovelObject3,1,1.776,67.5,26.3,0,0,0,NA,0,0,0,0,3,3,1,0.5,3,0,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,7,105.6,1.003,5.9,0.01,14.1,88.2,64.9,4,4,0.543,0,0.069,7.9,0,0,NA,NA,93.8,175.1,4.511707596,8.052541405
5750,1,APOE3,220207-15,E3HN_F_18moHFD,E3HN,Female,18,Old,HFD,Day5_NovelObject3,1,3.9,46.1,46.5,4,5.3,0.5578947,2.9,5.3,0,1.4,0,3,4.2,0.4421053,57.5,4.2,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,11,89.9,1.264,7,0.015,16.5,70.5,46.1,9,13.9,1.155,0,0.066,17.4,0,0,NA,NA,92.6,150.5,11.56146179,10.96345515
5751,1,APOE3,220207-16,E3HN_F_18moHFD,E3HN,Female,18,Old,HFD,Day5_NovelObject3,1,2.668,83.6,26.9,5,1.5,0.5357143,0.2,1.5,0,1.3,0,3,1.3,0.4642857,1.4,1.3,0,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,18,96,1.063,6.1,0.01,11.8,93.1,83.6,5,5.9,0.771,0,0.129,6,0,0,NA,NA,110.5,194.5,3.084832905,6.066838046
5752,1,APOE3,220207-17,E3HN_F_18moHFD,E3HN,Female,18,Old,HFD,Day5_NovelObject3,1,1.723,56.4,34.8,2,2.6,0.8387097,1.8,2.6,0,1.5,0,1,0.5,0.1612903,22.4,0.5,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,6,103,1.398,6.6,0.013,24.7,85.2,56.1,1,4.1,0.135,0,0.026,5.2,0,0,14.2,17.3,91.2,171.2,3.037383178,14.42757009
5753,1,APOE3,220207-18,E3HN_F_18moHFD,E3HN,Female,18,Old,HFD,Day5_NovelObject3,1,1.271,88.7,19.8,1,2,0.5405405,62.6,2,0,1.1,0,1,1.7,0.4594595,0,1.7,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,114,1.061,3.7,0.009,13.5,100.2,88.7,2,2.9,0.087,0,0.032,2.7,0,0,NA,NA,108.5,205.1,1.316431009,6.582155046
5754,1,APOE3,220207-19,E3HN_M_18moCTRL,E3HN,Male,18,Old,Control,Day5_NovelObject3,1,2.225,60.9,31.8,0,0,0,NA,0,0,0,0,2,2,1,0,2,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,9,91.4,1.11,3.4,0.015,18.9,56.1,49.4,2,8.1,0.475,0,0.045,10.4,0.2,0,NA,NA,92.7,135,7.703703704,14
5755,1,APOE3,220207-20,E3HN_M_18moCTRL,E3HN,Male,18,Old,Control,Day5_NovelObject3,1,5.622,57.2,46.7,0,0,0,NA,0,0,0,0,4,5.6,1,5.7,1.1,4.5,1.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,4,53.6,2.235,23,0.032,12.5,57.7,53,6,27.7,1.717,0,0.045,22.8,15.6,4.2,NA,NA,103.9,165.8,13.75150784,7.53920386
5756,1,APOE3,220207-21,E3HN_M_18moCTRL,E3HN,Male,18,Old,Control,Day5_NovelObject3,1,1.96,12.7,38.2,3,4.7,0.394958,1.1,1.5,3.2,1.8,0,3,7.2,0.605042,12.6,5.8,1.4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,8,43.2,1.11,8.6,0.03,18.1,18.6,3.1,15,20.4,0.188,0,0.025,4.4,3.2,0,22.8,18.6,50.9,47.4,9.282700422,38.18565401
5757,1,APOE3,220207-22,E3HN_M_18moCTRL,E3HN,Male,18,Old,Control,Day5_NovelObject3,1,0.227,107.2,4.6,0,0,0,NA,0,0,0,0,1,0.5,1,0,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,117.1,0.126,4.7,0.001,2.9,112.4,107.2,1,1,0.039,0,0.032,1.2,0,0,NA,NA,111.8,223.7,0.536432722,1.296379079
5758,1,APOE3,220207-23,E3HN_M_18moCTRL,E3HN,Male,18,Old,Control,Day5_NovelObject3,1,2.424,68.6,29.7,2,3.3,0.5892857,71.1,3.3,0,1.7,0,11,2.3,0.4107143,15.7,2,0.3,0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,16,87,1.633,1.5,0.015,18.3,90.3,68.6,3,6.6,0.408,0,0.055,7.4,0,0,NA,NA,98.3,184.6,4.008667389,9.913326111
5759,1,APOE3,220207-24,E3HN_M_18moHFD,E3HN,Male,18,Old,HFD,Day5_NovelObject3,1,3.4,41.6,61.3,2,1.1,0.3333333,19.6,1.1,0,0.5,0,2,2.2,0.6666667,27.3,2.2,0,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,9,64.2,2.64,3.6,0.041,43.5,21.5,8.2,3,12.8,0.284,0,0.027,7,3.6,1.3,NA,NA,102.9,85.1,8.225616921,51.11633373
5760,1,APOE3,220207-25,E3HN_M_18moHFD,E3HN,Male,18,Old,HFD,Day5_NovelObject3,1,3.149,42.2,44,3,15.5,0.7828283,2.6,1.9,13.6,14.5,13.2,3,4.3,0.2171717,17.8,2.9,1.4,2.4,0,NA,NA,NA,NA,NA,NA,NA,NA,13,82.1,2.14,24,0.027,26.6,53.3,26.1,3,23.3,0.209,0,0.009,4.5,18.4,14.5,5.7,3.8,86.2,143.4,3.138075314,18.54951185
5761,1,APOE3,220307_1,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,openfield,1,27.712,50.1,404.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,418.2,10.963,23.1,0.034,195.4,124.9,22.4,47,51.7,5.711,0,0.105,50.5,3.9,2.5,46.9,34.2,454.3,399.6,12.63763764,48.8988989
5762,1,APOE3,220307_2,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,openfield,1,21.084,53.3,400.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,316.5,4.252,27.6,0.031,103.4,35.8,11,53,86.8,5.801,0,0.069,72.3,11.7,3,NA,NA,453.6,237.2,30.48060708,43.59190556
5763,1,APOE3,220307_4,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,openfield,1,13.386,131,247.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,274.7,6.563,5.4,0.022,133.3,159.5,54.5,39,88.6,2.298,0,0.037,37.4,25.1,7.4,NA,NA,378.2,417.2,8.964525407,31.95110259
5764,1,APOE3,220307_5,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,openfield,1,17.662,158.1,278.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,389.5,10.118,4.4,0.026,174.7,212.9,113.7,38,42.6,2.175,0,0.073,27.2,2.6,1.7,NA,NA,436.9,532.8,5.105105105,32.78903904
5765,1,APOE2,220307_6,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,openfield,1,6.734,199.2,147.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,246.7,1.765,180.6,0.019,42,53.2,6.6,22,182,2.134,0,0.014,37.2,118.3,78.6,81,53.9,347.1,335.9,11.07472462,12.50372135
5766,1,APOE2,220307_7,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,openfield,1,13.986,207.9,253.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,223.2,3.648,6.8,0.016,63,166.3,111.6,46,90.5,3.641,0,0.043,48.2,35.6,20.1,NA,NA,461.1,444.8,10.83633094,14.16366906
5767,1,APOE2,220307_8,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,openfield,1,7.729,312.5,162.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,397.2,5.139,29.7,0.011,92.5,394.3,294,15,30.2,0.666,0,0.024,20.4,7.5,5.9,NA,NA,474.6,814.6,2.504296587,11.35526639
5768,1,APOE2,220307_9,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,openfield,1,24.981,99.3,376.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,295.1,7.376,5.1,0.023,173,141.4,69.8,53,81.8,6.194,0,0.086,60.3,11.6,1.8,NA,NA,475.7,457.9,13.16881415,37.78117493
5769,1,APOE2,220307_10,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,openfield,1,23.954,95.1,332.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,331.3,11.259,5.5,0.034,197.8,133.9,49.7,44,58.1,4.636,0,0.115,40.2,0.1,0,127.2,99.9,427.2,421.7,9.532843253,46.90538297
5770,1,APOE2,220307_11,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,openfield,1,18.958,143.1,304.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,250.8,5.44,5.6,0.032,103.1,67.4,28.7,40,93.6,4.731,0,0.053,48,40.4,15,NA,NA,447.8,302.6,15.86252479,34.07138136
5771,1,APOE2,220307_12,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,openfield,1,25.358,92.7,368.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,310.6,11.423,3.6,0.038,205.9,92,32.1,60,114.9,5.618,0,0.063,63.5,25.6,11.2,NA,NA,461.5,430.3,14.75714618,47.85033697
5772,1,APOE2,220307_13,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,openfield,1,27.528,73,397.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,401.4,16.38,15.6,0.038,269.9,157.5,55.5,40,46.4,3.612,0,0.084,32.6,10.5,6.2,NA,NA,470.7,532.2,6.125516723,50.71401729
5773,1,APOE3,220307_14,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,openfield,1,12.794,84.7,288.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,141.2,1.195,58.3,0.03,39.7,0.3,0,63,231.7,5.563,0,0.019,96.7,194.3,53.4,53.6,28,372.8,384.4,25.15608741,10.32778356
5774,1,APOE3,220307_15,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,openfield,1,12.751,89.9,294.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,105,0.334,114.2,0.026,13,0,0,71,286.5,6.989,0,0.022,124.9,197.4,63.4,NA,NA,384.1,398.7,31.32681214,3.26059694
5775,1,APOE3,220307_16,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,openfield,1,6.24,177.6,160.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,321,2.758,15.7,0.009,68.6,229,100.3,33,96.7,1.299,0,0.032,26.1,14.5,2,NA,NA,338.4,440.5,5.925085131,15.57321226
5776,1,APOE3,220307_17,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,openfield,1,15.604,42,312.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,200.4,4.172,21.8,0.028,113.8,37.9,2.4,85,213.6,5.578,0,0.024,99.3,132.5,20.6,NA,NA,354.1,406.5,24.42804428,27.99507995
5777,1,APOE3,220307_1,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,1,6.111,0,101.2,6,6.5,0.6565657,1.9,3.4,3.1,5.9,0,4,3.4,0.3434343,0.9,2.2,1.2,2.8,0,4,4.5,30,3,6,6.8,17.9,2.9,16,72.6,3.44,5.9,0.051,56.6,10.2,0,12,16.5,0.457,0,0.038,11.9,0,0,13,12,101.2,78.7,15.12071156,71.91867853
5778,1,APOE3,220307_2,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,1,2.945,41.1,64.3,5,4.3,0.4343434,0.6,4.3,0,2.9,0,6,5.6,0.5656566,2.5,5.6,0,3.8,0,2,2.7,21.2,2,2,2.5,4.7,1.7,27,41.2,1.185,12.5,0.017,19.6,49.6,38.6,6,15.5,0.424,0,0.033,12.9,0,0,NA,NA,105.4,120.7,10.68765534,16.23860812
5779,1,APOE3,220307_4,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,1,4.192,18.2,83.1,4,6,0.6521739,39.8,6,0,3.9,0,3,3.2,0.3478261,4.9,3.2,0,1.2,0,3,2.2,0,1.2,7,6.6,1,4.4,24,77.3,2.81,10.3,0.031,52.4,36.9,18.2,8,14.6,0.407,0,0.036,11.3,0,0,NA,NA,101.3,118.8,9.511784512,44.10774411
5780,1,APOE3,220307_5,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,1,5.971,7.5,92.7,5,4.2,0.3962264,0,4.2,0,2.1,0,5,6.4,0.6037736,15.3,6.4,0,2.7,0,10,6.8,1.2,3.1,7,5.1,3.1,3,23,68.3,2.502,7.4,0.043,38.6,20.1,7.5,9,23.7,0.952,0,0.043,22,0,0,NA,NA,100.2,88.2,24.94331066,43.76417234
5781,1,APOE2,220307_6,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,1,5.138,2.3,94.3,3,3.3,0.3586957,3.8,2.2,1.1,1.8,0,6,5.9,0.6413043,0.7,5.9,0,3.3,0,4,1.6,37.6,1.2,3,2.2,12.5,1,28,70.7,3.135,7.5,0.04,59.4,19.2,2.3,7,7.8,0.119,0,0.021,3.6,2,0,23.4,24.9,96.6,86.5,4.161849711,68.67052023
5782,1,APOE2,220307_7,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,1,2.362,19.5,56.9,5,5.5,0.3216374,2.6,3.3,2.2,4.5,0,18,11.6,0.6783626,13.1,3.5,8.1,4.6,0,3,2.1,9.8,0.8,7,6.8,6.8,4.6,27,26.4,0.388,38,0.042,9,0.3,0,13,33.6,0.598,0,0.018,18.5,14.9,0,NA,NA,76.4,42.7,43.32552693,21.07728337
5783,1,APOE2,220307_8,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,1,1.536,59.8,42.7,2,0.6,0.1463415,0,0.6,0,0.4,0,2,3.5,0.8536585,0.7,3.5,0,2.1,0,0,0,NA,0,5,4.4,1.7,1.9,7,99,1.247,16.7,0.012,24.8,77.3,59.8,2,15.7,0.211,0,0.013,15.7,0,0,NA,NA,102.5,177.6,8.84009009,13.96396396
5784,1,APOE2,220307_9,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,1,6.478,6.8,98.8,6,6.3,0.4315068,0,6.3,0,2.1,0,8,8.3,0.5684932,39.2,3.3,4.9,2.5,1.6,5,4,17.2,1.7,6,4.8,10.8,1.8,30,66,3.056,1.9,0.051,54.6,5.6,2.7,15,14.1,0.879,0,0.079,11.2,0,0,NA,NA,105.6,74.1,15.11470985,73.68421053
5785,1,APOE2,220307_10,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,1,4.351,23.3,74,3,3.3,0.3707865,12.5,3.3,0,2.2,0,4,5.6,0.6292135,0.4,5.6,0,3,0,1,1,40.8,0.2,3,2.2,42.3,1.2,21,87.6,3.117,3.8,0.034,48.7,43.8,22.2,7,7.2,0.099,0,0.036,2.8,0,0,13,12.6,97.3,117.5,2.382978723,41.44680851
5786,1,APOE2,220307_11,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,1,3.541,43,55.8,3,2.7,0.3417722,0,2.7,0,1.5,0,7,5.2,0.6582278,1.4,5.2,0,1.8,0,2,2.2,11,2,1,0.9,14.1,0.1,34,62.1,2.248,3.9,0.03,28.5,46.3,32.1,4,4.2,0.098,0,0.031,3.1,0,0,NA,NA,98.8,110,2.818181818,25.90909091
5787,1,APOE2,220307_12,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,1,5.977,14.2,91.4,9,9,0.7142857,5.8,9,0,5.6,0,3,3.6,0.2857143,9.8,3.6,0,1.8,0,2,1.8,0,1.2,2,1.8,20,1.7,21,80.3,4.382,1.8,0.048,63.3,28.6,14.2,10,10.2,0.569,0,0.073,7.8,0,0,NA,NA,105.6,113.9,6.848112379,55.57506585
5788,1,APOE2,220307_13,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,1,5.816,9.8,83.5,4,7.1,0.7029703,0,3.3,3.8,5.5,1.1,5,3,0.2970297,9.7,3,0,1.2,0,2,3,1.4,1.5,5,4,3.1,1.9,24,74.2,3.646,7.2,0.044,52.8,30.4,7.6,8,11.8,0.277,0,0.042,6.6,0,0,NA,NA,93.3,97.4,6.776180698,54.20944559
5789,1,APOE3,220307_14,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,1,2.736,1.3,79.3,12,15.4,0.5945946,0,11.6,3.8,9.1,0,10,10.5,0.4054054,1.3,10.2,0.4,4.1,0,7,9.3,3.9,4.6,4,4.4,8.6,1.5,19,37.2,0.257,12.8,0.023,7.6,3.7,0,16,45.8,0.8,0,0.021,28.9,9.9,1.3,14.4,12.3,80.6,51.4,56.22568093,14.78599222
5790,1,APOE3,220307_15,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,1,2.032,8.9,67.1,11,10.6,0.7066667,0,9.3,1.3,5,0,5,4.4,0.2933333,1,4.3,0.2,2,0,10,8.9,5.6,5.5,5,3.8,3.1,3,10,7.7,0.044,19,0.013,3.4,0,0,13,80.6,0.793,0,0.01,34.5,46.2,8.9,NA,NA,76,93,37.09677419,3.655913978
5791,1,APOE3,220307_16,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,1,2.162,26.8,60.4,2,4.5,0.5421687,1.9,0.4,4,4.1,0,4,3.8,0.4578313,47.6,3.3,0.5,1.2,0,1,1.6,26.4,1.5,1,0.7,9.2,0,20,79.8,1.324,10.5,0.018,39.4,33.7,14.4,4,10.2,0.148,0,0.017,4.9,3.8,0,NA,NA,87.2,96.2,5.093555094,40.95634096
5792,1,APOE3,220307_17,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,1,5.789,1.3,105.3,7,6.1,0.7176471,5.5,3.9,2.2,3.7,1.3,3,2.4,0.2823529,19.7,2.4,0,1.5,0,7,7.8,0,0.6,6,8.6,14.8,1.7,28,60.7,2.91,8.8,0.052,50.4,5.2,0,9,23,0.785,0,0.036,17.8,4.2,0,NA,NA,106.6,77.6,22.93814433,64.94845361
5793,1,APOE3,220307_1,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,2,3.698,22,65.2,2,1.6,0.3636364,1.4,1.6,0,0.9,0,2,2.8,0.6363636,0,2.8,0,1,0,5,3.3,18,1.9,1,1.1,107.5,0.9,15,85.8,1.899,3.1,0.021,36,52.5,22,7,7.3,0.246,0,0.04,6.1,0,0,14.3,20.2,87.2,116.6,5.231560892,30.87478559
5794,1,APOE3,220307_2,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,2,2.111,47.7,54.7,4,3.8,0.5135135,8.3,3.8,0,2.3,0,4,3.6,0.4864865,15.6,3.6,0,2.5,0,2,1.7,0,1,4,4.6,3.2,1,11,88.7,0.52,16.9,0.007,14.5,63,47.7,9,14.3,0.499,0,0.049,8,2.3,0,NA,NA,102.4,135.5,5.904059041,10.70110701
5795,1,APOE3,220307_4,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,2,2.137,41.9,38.5,0,0,0,NA,0,0,0,0,3,2.2,1,0,2.2,0,1,0,4,1.9,53.2,0.6,1,0.7,98.4,0.7,16,91,1.425,1.8,0.014,26.3,74.6,40.4,3,1.6,0.036,0,0.025,1.5,0,0,NA,NA,80.4,142.8,1.050420168,18.41736695
5796,1,APOE3,220307_5,E3HN_18monthcontol_F,E3HN,Female,18,Old,Control,Dilutions,2,2.848,75.9,41.3,2,1.8,0.36,27,1.8,0,0.4,0,5,3.2,0.64,0,3.2,0,1,0,9,6.4,0.8,3.4,1,2,19.4,0.3,8,94.3,1.367,4.8,0.015,20,74.2,74.3,6,13.7,0.638,0,0.056,9.2,2.3,0,NA,NA,117.2,180,5.111111111,11.11111111
5797,1,APOE2,220307_6,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,2,2.491,7,35.3,3,2.9,0.4461538,1.2,2.9,0,1.6,0,6,3.6,0.5538462,0,3.4,0.2,2.4,0,1,0.8,47,0.6,1,0.1,45.4,0.1,24,66.2,1.314,3.6,0.023,17.8,40.5,1.2,6,5.9,0.121,0,0.028,4.4,0,0,26.4,23,42.3,63.9,6.885758998,27.85602504
5798,1,APOE2,220307_7,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,2,1.356,31.9,30.5,1,0.4,0.2222222,117,0.4,0,0.4,0,2,1.4,0.7777778,0,0.5,0.9,0.5,0,2,1.4,4.6,0.8,13,18.7,3.4,2.5,13,26.1,0.243,11.3,0.021,7.5,4,0,5,12.7,0.169,0,0.016,5.4,4.9,0,NA,NA,62.4,21.8,24.7706422,34.40366972
5799,1,APOE2,220307_8,E2HN_18monthcontol_M,E2HN,Male,18,Old,Control,Dilutions,2,0.277,101.6,5.3,2,0.8,0.2424242,1.1,0.4,0.4,0.8,0,3,2.5,0.7575758,2.1,0,2.5,2.5,0,2,0.9,6.5,0.7,1,0.5,0,0.2,1,108.6,0.116,10,0.001,1.6,108.4,100.4,1,10.1,0.114,0,0.012,3.1,6.3,1.2,NA,NA,106.9,221,1.402714932,0.7239819
5800,1,APOE2,220307_9,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,2,1.103,75.5,26,1,0.4,0.173913,14.5,0.4,0,0.4,0,1,1.9,0.826087,111,1.9,0,0.9,0,0,0,NA,0,1,1,0.5,0.4,22,36.2,0.428,0,0.004,16.3,91,75.5,3,2.9,0.123,111.5,0.059,2.1,0,0,NA,NA,101.5,184.9,1.135749054,8.815575987
5801,1,APOE2,220307_10,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,2,1.731,57.3,21.8,1,1,1,74.9,1,0,0.7,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,17,92.7,1.561,0.4,0.013,19.9,98.2,57.3,1,0.4,0,NA,NA,0,0,0,59,58.6,79.1,175.4,0,11.34549601
5802,1,APOE2,220307_11,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,2,3.029,36.6,70.4,5,3.6,0.4235294,0.4,3.6,0,1.8,0,4,4.9,0.5764706,1.3,4.9,0,4.1,0,2,1.9,7.3,1.4,0,0,NA,0,22,73,1.888,3.2,0.025,39.9,34.6,25,5,7.7,0.103,0,0.042,2.5,0,0,NA,NA,107,102,2.450980392,39.11764706
5803,1,APOE2,220307_12,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,2,3.227,28.9,60.5,2,1.6,0.2077922,45,1.6,0,0.5,0,6,6.1,0.7922078,41.5,6.1,0,2.8,0,2,0.7,0.5,0.4,1,0.9,105.7,0.6,19,78.7,2.079,1.8,0.021,43.5,54.9,26.5,4,3.4,0.169,0,0.046,3.7,0,0,NA,NA,89.4,128.6,2.877138414,33.82581649
5804,1,APOE2,220307_13,E2HN_18monthcontol_F,E2HN,Female,18,Old,Control,Dilutions,2,2.972,44.9,46.7,1,1.1,0.6470588,25.4,1.1,0,0.8,0,1,0.6,0.3529412,98.7,0.6,0,0.3,0,2,1.8,0.9,1.2,0,0,NA,0,8,98.9,2.573,1.7,0.022,41.4,73.3,44.9,3,1.6,0.083,0,0.06,1.4,0,0,NA,NA,91.6,161,0.869565217,25.71428571
5805,1,APOE3,220307_14,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,2,2.123,14.6,52.8,9,12.5,0.6544503,0,3.3,9.1,2.4,2.4,5,6.6,0.3455497,17.7,5.7,0.9,2.3,0,3,3.6,10.9,1.6,7,5.2,3,1.9,16,23.2,0.044,14.5,0.008,1.4,4.4,1.2,8,18.3,0.436,0,0.024,14.9,3.1,0,5,8.7,67.4,25,59.6,5.6
5806,1,APOE3,220307_15,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,2,1.714,33.9,42.8,3,1.9,0.1428571,13.8,1.9,0,0.2,0,19,11.4,0.8571429,1,5.1,6.3,6.1,2.7,4,2,0,0.5,3,2.7,7.3,1.6,14,19.7,0,18.3,0,2,3.2,0,9,43.3,0.852,0,0.021,18.5,22.6,7,NA,NA,76.7,53.3,34.70919325,3.752345216
5807,1,APOE3,220307_16,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,2,1.137,58.2,30,28,20,0.9756098,2.8,3.9,16.1,7.9,11,1,0.5,0.02439024,5.2,0.5,0,0,0,0,0,NA,0,1,0.7,1.7,0.7,13,70.8,0.624,7.9,0.008,13.8,62.9,40.6,5,8,0.221,0,0.03,7.3,0,0,NA,NA,88.2,124.6,5.858747994,11.07544141
5808,1,APOE3,220307_17,E3HN_18monthcontol_M,E3HN,Male,18,Old,Control,Dilutions,2,2.265,22.2,50,3,1.7,0.7083333,0,1.2,0.5,0.9,0,1,0.7,0.2916667,72.3,0,0.7,0,0,3,3.9,1.6,1.1,2,1.8,36,1.5,13,75,1.101,7.3,0.015,23,51.9,22.2,6,19.5,0.66,0,0.045,14.8,0,0,NA,NA,72.2,111.9,13.22609473,20.55406613
